Datetime,Open,High,Low,Close,Volume,return,ma_short,ma_long
2025-11-06 14:30:00+00:00,267.8900146484375,268.92999267578125,267.8900146484375,268.239990234375,957591.0,0.0,,
2025-11-06 14:31:00+00:00,268.2550048828125,268.45001220703125,267.8924865722656,268.3799133300781,129600.0,0.0005216339874634102,,
2025-11-06 14:32:00+00:00,268.3500061035156,268.8500061035156,268.3099975585937,268.5199890136719,135184.0,0.0005219305791392959,,
2025-11-06 14:33:00+00:00,268.5249938964844,268.5849914550781,268.2699890136719,268.4200134277344,85184.0,-0.00037232083281668604,,
2025-11-06 14:34:00+00:00,268.3999938964844,268.8454895019531,268.3500061035156,268.75,84418.0,0.0012293664993592301,268.46198120117185,
2025-11-06 14:35:00+00:00,268.7799987792969,269.0199890136719,268.5799865722656,268.75,140600.0,0.0,268.56398315429686,
2025-11-06 14:36:00+00:00,268.7799987792969,269.3999938964844,268.7712097167969,269.1650085449219,93282.0,0.0015442178415696617,268.72100219726565,
2025-11-06 14:37:00+00:00,269.17999267578125,269.5,269.1199951171875,269.1820068359375,160736.0,6.315193459771606e-05,268.85340576171876,
2025-11-06 14:38:00+00:00,269.1700134277344,269.260009765625,268.9375915527344,269.0199890136719,75610.0,-0.0006018894954014087,268.97340087890626,
2025-11-06 14:39:00+00:00,268.97119140625,269.1000061035156,268.5199890136719,268.92999267578125,81377.0,-0.00033453401816196937,269.0093994140625,
2025-11-06 14:40:00+00:00,268.9276123046875,269.0599975585937,268.7099914550781,268.7900085449219,706001.0,-0.0005205225697088034,269.01740112304685,
2025-11-06 14:41:00+00:00,268.79998779296875,268.79998779296875,267.9599914550781,268.214599609375,0.0,-0.002140737814853355,268.8273193359375,
2025-11-06 14:42:00+00:00,268.2099914550781,268.5299072265625,268.0799865722656,268.3500061035156,77214.0,0.0005048438613626249,268.6609191894531,
2025-11-06 14:43:00+00:00,268.3399963378906,268.54998779296875,268.2699890136719,268.4800109863281,47683.0,0.00048446014479441857,268.55292358398435,
2025-11-06 14:44:00+00:00,268.489990234375,268.75,268.4601135253906,268.7300109863281,63141.0,0.000931168019107087,268.51292724609374,
2025-11-06 14:45:00+00:00,268.75,269.3399963378906,268.739990234375,269.32000732421875,144571.0,0.002195498506940563,268.6189270019531,
2025-11-06 14:46:00+00:00,269.3599853515625,269.5,269.29998779296875,269.489990234375,90311.0,0.0006311558945994999,268.87400512695314,
